id,sequence,task,choices,response,response_type,domain,enc_task,enc_response,rt,confidence,confidence_time,correct,valid,age,gender,education,puzzles,maths,condition,experience,strategies,system12,unfocused,adjusted,helpful
RGYJQYBAXW,13,No;mayors;cooks/Some;swimmers;cooks,NVC|Some;swimmers;mayors|All;mayors;swimmers|No;mayors;swimmers|All;swimmers;mayors|Some;mayors;swimmers|No;swimmers;mayors|Some not;mayors;swimmers|Some not;swimmers;mayors,No;mayors;swimmers,single-choice,syllogistic,EI3,Eac,8.322324666673909,,,False,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,14,Some;investors;jugglers/No;barbers;jugglers,NVC|Some;barbers;investors|All;investors;barbers|No;investors;barbers|All;barbers;investors|Some;investors;barbers|No;barbers;investors|Some not;investors;barbers|Some not;barbers;investors,All;barbers;investors,single-choice,syllogistic,IE3,Aca,2.801998666661486,,,False,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,15,All;judges;athletes/Some;drillers;athletes,NVC|Some;drillers;judges|All;judges;drillers|No;judges;drillers|All;drillers;judges|Some;judges;drillers|No;drillers;judges|Some not;judges;drillers|Some not;drillers;judges,Some;judges;drillers,single-choice,syllogistic,AI3,Iac,9.433215999998078,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,16,Some not;chefs;scientists/Some;runners;chefs,NVC|Some;runners;scientists|All;scientists;runners|No;scientists;runners|All;runners;scientists|Some;scientists;runners|No;runners;scientists|Some not;scientists;runners|Some not;runners;scientists,NVC,single-choice,syllogistic,OI2,NVC,7.642818999998258,,,True,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,17,No;clerks;auditors/All;cashiers;clerks,NVC|Some;cashiers;auditors|All;auditors;cashiers|No;auditors;cashiers|All;cashiers;auditors|Some;auditors;cashiers|No;cashiers;auditors|Some not;auditors;cashiers|Some not;cashiers;auditors,No;cashiers;auditors,single-choice,syllogistic,EA2,Eca,17.83775066666539,,,True,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,18,All;poets;skaters/Some;skaters;miners,NVC|Some;miners;poets|All;poets;miners|No;poets;miners|All;miners;poets|Some;poets;miners|No;miners;poets|Some not;poets;miners|Some not;miners;poets,All;miners;poets,single-choice,syllogistic,AI1,Aca,4.409823333327975,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,19,No;bakers;investors/All;bakers;sailors,NVC|Some;sailors;investors|All;investors;sailors|No;investors;sailors|All;sailors;investors|Some;investors;sailors|No;sailors;investors|Some not;investors;sailors|Some not;sailors;investors,No;sailors;investors,single-choice,syllogistic,EA4,Eca,0.7463576666663091,,,False,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,20,Some;linguists;carpenters/All;divers;linguists,NVC|Some;divers;carpenters|All;carpenters;divers|No;carpenters;divers|All;divers;carpenters|Some;carpenters;divers|No;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters,Some;carpenters;divers,single-choice,syllogistic,IA2,Iac,13.710038666667817,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,21,No;counselors;analysts/Some not;opticians;counselors,NVC|Some;opticians;analysts|All;analysts;opticians|No;analysts;opticians|All;opticians;analysts|Some;analysts;opticians|No;opticians;analysts|Some not;analysts;opticians|Some not;opticians;analysts,Some not;analysts;opticians,single-choice,syllogistic,EO2,Oac,12.698842666665522,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,22,All;skaters;chemists/Some not;hikers;skaters,NVC|Some;hikers;chemists|All;chemists;hikers|No;chemists;hikers|All;hikers;chemists|Some;chemists;hikers|No;hikers;chemists|Some not;chemists;hikers|Some not;hikers;chemists,Some not;hikers;chemists,single-choice,syllogistic,AO2,Oca,37.399117333334516,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,23,Some not;actors;lawyers/No;swimmers;actors,NVC|Some;swimmers;lawyers|All;lawyers;swimmers|No;lawyers;swimmers|All;swimmers;lawyers|Some;lawyers;swimmers|No;swimmers;lawyers|Some not;lawyers;swimmers|Some not;swimmers;lawyers,No;swimmers;lawyers,single-choice,syllogistic,OE2,Eca,0.762904333335658,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,24,Some not;novelists;campers/Some not;novelists;joggers,NVC|Some;joggers;campers|All;campers;joggers|No;campers;joggers|All;joggers;campers|Some;campers;joggers|No;joggers;campers|Some not;campers;joggers|Some not;joggers;campers,All;joggers;campers,single-choice,syllogistic,OO4,Aca,0.6300753333320221,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,25,All;editors;dancers/Some not;editors;scholars,NVC|Some;scholars;dancers|All;dancers;scholars|No;dancers;scholars|All;scholars;dancers|Some;dancers;scholars|No;scholars;dancers|Some not;dancers;scholars|Some not;scholars;dancers,No;dancers;scholars,single-choice,syllogistic,AO4,Eac,0.4643093333293995,,,False,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,26,All;farmers;assistants/All;assistants;scholars,NVC|Some;scholars;farmers|All;farmers;scholars|No;farmers;scholars|All;scholars;farmers|Some;farmers;scholars|No;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers,No;scholars;farmers,single-choice,syllogistic,AA1,Eca,0.4309739999994636,,,False,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,27,No;actors;painters/All;workers;painters,NVC|Some;workers;actors|All;actors;workers|No;actors;workers|All;workers;actors|Some;actors;workers|No;workers;actors|Some not;actors;workers|Some not;workers;actors,Some;workers;actors,single-choice,syllogistic,EA3,Ica,0.5140383333389958,,,False,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,28,Some not;surfers;planners/Some not;artists;planners,NVC|Some;artists;surfers|All;surfers;artists|No;surfers;artists|All;artists;surfers|Some;surfers;artists|No;artists;surfers|Some not;surfers;artists|Some not;artists;surfers,Some not;artists;surfers,single-choice,syllogistic,OO3,Oca,0.8791153333311282,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,29,All;engineers;therapists/All;travelers;engineers,NVC|Some;travelers;therapists|All;therapists;travelers|No;therapists;travelers|All;travelers;therapists|Some;therapists;travelers|No;travelers;therapists|Some not;therapists;travelers|Some not;travelers;therapists,All;travelers;therapists,single-choice,syllogistic,AA2,Aca,17.739009000003104,,,True,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,30,Some;packers;porters/All;porters;hunters,NVC|Some;hunters;packers|All;packers;hunters|No;packers;hunters|All;hunters;packers|Some;packers;hunters|No;hunters;packers|Some not;packers;hunters|Some not;hunters;packers,No;hunters;packers,single-choice,syllogistic,IA1,Eca,6.796763999998538,,,False,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,31,All;poets;waiters/All;cashiers;waiters,NVC|Some;cashiers;poets|All;poets;cashiers|No;poets;cashiers|All;cashiers;poets|Some;poets;cashiers|No;cashiers;poets|Some not;poets;cashiers|Some not;cashiers;poets,Some;poets;cashiers,single-choice,syllogistic,AA3,Iac,30.801399000003382,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,32,No;actuaries;boxers/Some;actuaries;opticians,NVC|Some;opticians;boxers|All;boxers;opticians|No;boxers;opticians|All;opticians;boxers|Some;boxers;opticians|No;opticians;boxers|Some not;boxers;opticians|Some not;opticians;boxers,Some not;boxers;opticians,single-choice,syllogistic,EI4,Oac,16.627292666661184,,,False,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,33,Some;planners;doctors/Some not;planners;typists,NVC|Some;typists;doctors|All;doctors;typists|No;doctors;typists|All;typists;doctors|Some;doctors;typists|No;typists;doctors|Some not;doctors;typists|Some not;typists;doctors,No;typists;doctors,single-choice,syllogistic,IO4,Eca,248.285372666685,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,34,No;secretaries;agents/No;agents;brokers,NVC|Some;brokers;secretaries|All;secretaries;brokers|No;secretaries;brokers|All;brokers;secretaries|Some;secretaries;brokers|No;brokers;secretaries|Some not;secretaries;brokers|Some not;brokers;secretaries,No;secretaries;brokers,single-choice,syllogistic,EE1,Eac,1.2103333333407849,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,35,Some not;boxers;architects/Some;architects;runners,NVC|Some;runners;boxers|All;boxers;runners|No;boxers;runners|All;runners;boxers|Some;boxers;runners|No;runners;boxers|Some not;boxers;runners|Some not;runners;boxers,No;runners;boxers,single-choice,syllogistic,OI1,Eca,0.8124733333339293,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,36,Some;tellers;doctors/No;climbers;tellers,NVC|Some;climbers;doctors|All;doctors;climbers|No;doctors;climbers|All;climbers;doctors|Some;doctors;climbers|No;climbers;doctors|Some not;doctors;climbers|Some not;climbers;doctors,All;climbers;doctors,single-choice,syllogistic,IE2,Aca,1.2932113333319628,,,False,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,37,All;cooks;nurses/No;cooks;painters,NVC|Some;painters;nurses|All;nurses;painters|No;nurses;painters|All;painters;nurses|Some;nurses;painters|No;painters;nurses|Some not;nurses;painters|Some not;painters;nurses,Some not;nurses;painters,single-choice,syllogistic,AE4,Oac,1.5252933333342282,,,True,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,38,Some;trainers;architects/Some not;architects;designers,NVC|Some;designers;trainers|All;trainers;designers|No;trainers;designers|All;designers;trainers|Some;trainers;designers|No;designers;trainers|Some not;trainers;designers|Some not;designers;trainers,Some;designers;trainers,single-choice,syllogistic,IO1,Ica,1.8235159999951738,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,39,Some;actors;dentists/No;dentists;buyers,NVC|Some;buyers;actors|All;actors;buyers|No;actors;buyers|All;buyers;actors|Some;actors;buyers|No;buyers;actors|Some not;actors;buyers|Some not;buyers;actors,Some;actors;buyers,single-choice,syllogistic,IE1,Iac,33.353975333337445,,,False,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,40,Some not;auditors;cleaners/All;cleaners;painters,NVC|Some;painters;auditors|All;auditors;painters|No;auditors;painters|All;painters;auditors|Some;auditors;painters|No;painters;auditors|Some not;auditors;painters|Some not;painters;auditors,Some;painters;auditors,single-choice,syllogistic,OA1,Ica,0.6135233333309492,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,41,No;soldiers;editors/No;florists;editors,NVC|Some;florists;soldiers|All;soldiers;florists|No;soldiers;florists|All;florists;soldiers|Some;soldiers;florists|No;florists;soldiers|Some not;soldiers;florists|Some not;florists;soldiers,No;soldiers;florists,single-choice,syllogistic,EE3,Eac,0.49746033333738654,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,42,Some;students;cyclists/All;buyers;cyclists,NVC|Some;buyers;students|All;students;buyers|No;students;buyers|All;buyers;students|Some;students;buyers|No;buyers;students|Some not;students;buyers|Some not;buyers;students,No;buyers;students,single-choice,syllogistic,IA3,Eca,0.5801560000032188,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,43,No;climbers;therapists/Some;skaters;climbers,NVC|Some;skaters;therapists|All;therapists;skaters|No;therapists;skaters|All;skaters;therapists|Some;therapists;skaters|No;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists,Some not;therapists;skaters,single-choice,syllogistic,EI2,Oac,0.7626633333315452,,,False,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,44,All;packers;tutors/Some not;tutors;butchers,NVC|Some;butchers;packers|All;packers;butchers|No;packers;butchers|All;butchers;packers|Some;packers;butchers|No;butchers;packers|Some not;packers;butchers|Some not;butchers;packers,Some;butchers;packers,single-choice,syllogistic,AO1,Ica,0.812853333329161,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,45,Some not;carpenters;tellers/No;artists;tellers,NVC|Some;artists;carpenters|All;carpenters;artists|No;carpenters;artists|All;artists;carpenters|Some;carpenters;artists|No;artists;carpenters|Some not;carpenters;artists|Some not;artists;carpenters,NVC,single-choice,syllogistic,OE3,NVC,0.7130183333357177,,,True,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,46,Some;golfers;scientists/Some not;workers;golfers,NVC|Some;workers;scientists|All;scientists;workers|No;scientists;workers|All;workers;scientists|Some;scientists;workers|No;workers;scientists|Some not;scientists;workers|Some not;workers;scientists,Some;scientists;workers,single-choice,syllogistic,IO2,Iac,11.057583333325773,,,False,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,47,All;drivers;writers/No;writers;hikers,NVC|Some;hikers;drivers|All;drivers;hikers|No;drivers;hikers|All;hikers;drivers|Some;drivers;hikers|No;hikers;drivers|Some not;drivers;hikers|Some not;hikers;drivers,No;hikers;drivers,single-choice,syllogistic,AE1,Eca,0.4975213333343465,,,True,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,48,No;judges;porters/Some not;brewers;porters,NVC|Some;brewers;judges|All;judges;brewers|No;judges;brewers|All;brewers;judges|Some;judges;brewers|No;brewers;judges|Some not;judges;brewers|Some not;brewers;judges,No;judges;brewers,single-choice,syllogistic,EO3,Eac,13.39522199999532,89.0,1.3757323333372677,True,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,49,Some not;teachers;painters/Some;plumbers;painters,NVC|Some;plumbers;teachers|All;teachers;plumbers|No;teachers;plumbers|All;plumbers;teachers|Some;teachers;plumbers|No;plumbers;teachers|Some not;teachers;plumbers|Some not;plumbers;teachers,All;plumbers;teachers,single-choice,syllogistic,OI3,Aca,1.0446493333329756,68.0,2.5028550000041765,True,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,50,Some not;campers;engineers/No;engineers;fencers,NVC|Some;fencers;campers|All;campers;fencers|No;campers;fencers|All;fencers;campers|Some;campers;fencers|No;fencers;campers|Some not;campers;fencers|Some not;fencers;campers,NVC,single-choice,syllogistic,OE1,NVC,10.079445666665741,72.0,1.7240769999995835,True,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,51,Some;athletes;judges/All;athletes;drillers,NVC|Some;drillers;judges|All;judges;drillers|No;judges;drillers|All;drillers;judges|Some;judges;drillers|No;drillers;judges|Some not;judges;drillers|Some not;drillers;judges,Some;judges;drillers,single-choice,syllogistic,IA4,Iac,40.930150666671345,77.0,1.9064359999969618,True,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,52,Some not;doctors;tellers/All;climbers;tellers,NVC|Some;climbers;doctors|All;doctors;climbers|No;doctors;climbers|All;climbers;doctors|Some;doctors;climbers|No;climbers;doctors|Some not;doctors;climbers|Some not;climbers;doctors,Some;doctors;climbers,single-choice,syllogistic,OA3,Iac,19.26336966666789,70.0,2.3709596666644046,True,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,53,Some;bakers;sculptors/No;bakers;gamblers,NVC|Some;gamblers;sculptors|All;sculptors;gamblers|No;sculptors;gamblers|All;gamblers;sculptors|Some;sculptors;gamblers|No;gamblers;sculptors|Some not;sculptors;gamblers|Some not;gamblers;sculptors,No;gamblers;sculptors,single-choice,syllogistic,IE4,Eca,0.7959033333336314,69.0,1.3262119999974973,True,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,54,All;assistants;soldiers/All;assistants;barbers,NVC|Some;barbers;soldiers|All;soldiers;barbers|No;soldiers;barbers|All;barbers;soldiers|Some;soldiers;barbers|No;barbers;soldiers|Some not;soldiers;barbers|Some not;barbers;soldiers,All;barbers;soldiers,single-choice,syllogistic,AA4,Aca,0.6466983333279689,34.0,1.1438480000048876,True,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,55,All;soldiers;editors/Some not;florists;editors,NVC|Some;florists;soldiers|All;soldiers;florists|No;soldiers;florists|All;florists;soldiers|Some;soldiers;florists|No;florists;soldiers|Some not;soldiers;florists|Some not;florists;soldiers,No;florists;soldiers,single-choice,syllogistic,AO3,Eca,18.89848933333618,76.0,1.6909299999997034,True,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,56,No;students;cyclists/Some;cyclists;buyers,NVC|Some;buyers;students|All;students;buyers|No;students;buyers|All;buyers;students|Some;students;buyers|No;buyers;students|Some not;students;buyers|Some not;buyers;students,No;buyers;students,single-choice,syllogistic,EI1,Eca,24.750545666666746,81.0,4.09500966666888,True,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,57,Some;boxers;dancers/Some;boxers;typists,NVC|Some;typists;dancers|All;dancers;typists|No;dancers;typists|All;typists;dancers|Some;dancers;typists|No;typists;dancers|Some not;dancers;typists|Some not;typists;dancers,Some not;dancers;typists,single-choice,syllogistic,II4,Oac,0.7627233333339293,77.0,1.4422510000020279,True,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,58,No;porters;packers/No;hunters;porters,NVC|Some;hunters;packers|All;packers;hunters|No;packers;hunters|All;hunters;packers|Some;packers;hunters|No;hunters;packers|Some not;packers;hunters|Some not;hunters;packers,No;packers;hunters,single-choice,syllogistic,EE2,Eac,0.6630899999961258,50.0,0.9780820000022648,True,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,59,All;clerks;managers/No;models;clerks,NVC|Some;models;managers|All;managers;models|No;managers;models|All;models;managers|Some;managers;models|No;models;managers|Some not;managers;models|Some not;models;managers,No;models;managers,single-choice,syllogistic,AE2,Eca,11.95271366667236,91.0,1.3761233333324405,True,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,60,No;sculptors;potters/All;potters;miners,NVC|Some;miners;sculptors|All;sculptors;miners|No;sculptors;miners|All;miners;sculptors|Some;sculptors;miners|No;miners;sculptors|Some not;sculptors;miners|Some not;miners;sculptors,No;sculptors;miners,single-choice,syllogistic,EA1,Eac,11.919737999997878,80.0,2.1552573333357787,True,True,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,61,Some not;tutors;packers/All;butchers;tutors,NVC|Some;butchers;packers|All;packers;butchers|No;packers;butchers|All;butchers;packers|Some;packers;butchers|No;butchers;packers|Some not;packers;butchers|Some not;butchers;packers,Some;butchers;packers,single-choice,syllogistic,OA2,Ica,0.8458066666672626,69.0,1.2764729999974374,True,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,62,Some not;analysts;counselors/Some not;counselors;opticians,NVC|Some;opticians;analysts|All;analysts;opticians|No;analysts;opticians|All;opticians;analysts|Some;analysts;opticians|No;opticians;analysts|Some not;analysts;opticians|Some not;opticians;analysts,Some not;opticians;analysts,single-choice,syllogistic,OO1,Oca,1.3595303333302353,50.0,1.2598929999992254,True,False,30,male,university,yes,yes,control,no,2,2,0,,
RGYJQYBAXW,63,Some;auditors;cleaners/Some not;painters;cleaners,NVC|Some;painters;auditors|All;auditors;painters|No;auditors;painters|All;painters;auditors|Some;auditors;painters|No;painters;auditors|Some not;auditors;painters|Some not;painters;auditors,Some not;auditors;painters,single-choice,syllogistic,IO3,Oac,3.083673333329466,66.0,1.3427959999963648,True,False,30,male,university,yes,yes,control,no,2,2,0,,
SESLGQTKST,0,Some;editors;dancers/Some;scholars;editors,Some;dancers;scholars|NVC|Some;scholars;dancers|All;dancers;scholars|Some not;dancers;scholars|No;dancers;scholars|Some not;scholars;dancers|All;scholars;dancers|No;scholars;dancers,Some;scholars;dancers,single-choice,syllogistic,II2,Ica,55.72857033344112,,,False,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,1,Some;farmers;assistants/Some;scholars;assistants,Some;farmers;scholars|NVC|Some;scholars;farmers|All;farmers;scholars|Some not;farmers;scholars|No;farmers;scholars|Some not;scholars;farmers|All;scholars;farmers|No;scholars;farmers,NVC,single-choice,syllogistic,II3,NVC,70.29051033337923,,,True,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,2,Some not;packers;tutors/Some not;butchers;tutors,Some;packers;butchers|NVC|Some;butchers;packers|All;packers;butchers|Some not;packers;butchers|No;packers;butchers|Some not;butchers;packers|All;butchers;packers|No;butchers;packers,NVC,single-choice,syllogistic,OO3,NVC,18.33235300004479,,,True,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,3,No;tailors;tutors/No;tutors;brewers,Some;tailors;brewers|NVC|Some;brewers;tailors|All;tailors;brewers|Some not;tailors;brewers|No;tailors;brewers|Some not;brewers;tailors|All;brewers;tailors|No;brewers;tailors,NVC,single-choice,syllogistic,EE1,NVC,33.816406000018105,,,True,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,4,Some;sculptors;bakers/All;gamblers;bakers,Some;sculptors;gamblers|NVC|Some;gamblers;sculptors|All;sculptors;gamblers|Some not;sculptors;gamblers|No;sculptors;gamblers|Some not;gamblers;sculptors|All;gamblers;sculptors|No;gamblers;sculptors,NVC,single-choice,syllogistic,IA3,NVC,53.230017333229384,,,True,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,5,All;cooks;mayors/No;cooks;swimmers,Some;mayors;swimmers|NVC|Some;swimmers;mayors|All;mayors;swimmers|Some not;mayors;swimmers|No;mayors;swimmers|Some not;swimmers;mayors|All;swimmers;mayors|No;swimmers;mayors,Some not;mayors;swimmers,single-choice,syllogistic,AE4,Oac,41.92503499996663,,,True,True,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,6,Some;waiters;poets/Some not;cashiers;waiters,Some;poets;cashiers|NVC|Some;cashiers;poets|All;poets;cashiers|Some not;poets;cashiers|No;poets;cashiers|Some not;cashiers;poets|All;cashiers;poets|No;cashiers;poets,Some not;poets;cashiers,single-choice,syllogistic,IO2,Oac,91.82601533349326,,,False,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,7,All;boxers;dancers/Some not;boxers;typists,Some;dancers;typists|NVC|Some;typists;dancers|All;dancers;typists|Some not;dancers;typists|No;dancers;typists|Some not;typists;dancers|All;typists;dancers|No;typists;dancers,Some;dancers;typists,single-choice,syllogistic,AO4,Iac,45.58751833339541,,,False,True,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,8,All;judges;porters/Some not;porters;brewers,Some;judges;brewers|NVC|Some;brewers;judges|All;judges;brewers|Some not;judges;brewers|No;judges;brewers|Some not;brewers;judges|All;brewers;judges|No;brewers;judges,Some;judges;brewers,single-choice,syllogistic,AO1,Iac,24.89193900001049,,,False,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,9,Some;carpenters;tellers/No;tellers;artists,Some;carpenters;artists|NVC|Some;artists;carpenters|All;carpenters;artists|Some not;carpenters;artists|No;carpenters;artists|Some not;artists;carpenters|All;artists;carpenters|No;artists;carpenters,Some not;carpenters;artists,single-choice,syllogistic,IE1,Oac,55.955511999845534,,,True,True,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,10,Some not;clerks;auditors/Some;clerks;cashiers,Some;auditors;cashiers|NVC|Some;cashiers;auditors|All;auditors;cashiers|Some not;auditors;cashiers|No;auditors;cashiers|Some not;cashiers;auditors|All;cashiers;auditors|No;cashiers;auditors,Some not;cashiers;auditors,single-choice,syllogistic,OI4,Oca,12.620305999994255,,,False,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,11,No;therapists;engineers/All;travelers;engineers,Some;therapists;travelers|NVC|Some;travelers;therapists|All;therapists;travelers|Some not;therapists;travelers|No;therapists;travelers|Some not;travelers;therapists|All;travelers;therapists|No;travelers;therapists,NVC,single-choice,syllogistic,EA3,NVC,23.460562000036294,,,False,True,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,12,Some;poets;skaters/Some;skaters;miners,Some;poets;miners|NVC|Some;miners;poets|All;poets;miners|Some not;poets;miners|No;poets;miners|Some not;miners;poets|All;miners;poets|No;miners;poets,Some;poets;miners,single-choice,syllogistic,II1,Iac,11.788286000013342,,,False,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,13,No;actors;lawyers/All;actors;swimmers,Some;lawyers;swimmers|NVC|Some;swimmers;lawyers|All;lawyers;swimmers|Some not;lawyers;swimmers|No;lawyers;swimmers|Some not;swimmers;lawyers|All;swimmers;lawyers|No;swimmers;lawyers,Some not;swimmers;lawyers,single-choice,syllogistic,EA4,Oca,44.039632333239,,,True,True,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,14,All;climbers;therapists/Some;climbers;skaters,Some;therapists;skaters|NVC|Some;skaters;therapists|All;therapists;skaters|Some not;therapists;skaters|No;therapists;skaters|Some not;skaters;therapists|All;skaters;therapists|No;skaters;therapists,Some;therapists;skaters,single-choice,syllogistic,AI4,Iac,149.88494866649327,,,True,True,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,15,No;writers;drivers/Some;writers;hikers,Some;drivers;hikers|NVC|Some;hikers;drivers|All;drivers;hikers|Some not;drivers;hikers|No;drivers;hikers|Some not;hikers;drivers|All;hikers;drivers|No;hikers;drivers,NVC,single-choice,syllogistic,EI4,NVC,14.584921333392467,,,False,True,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,16,Some not;pilots;tailors/No;singers;pilots,Some;tailors;singers|NVC|Some;singers;tailors|All;tailors;singers|Some not;tailors;singers|No;tailors;singers|Some not;singers;tailors|All;singers;tailors|No;singers;tailors,Some not;singers;tailors,single-choice,syllogistic,OE2,Oca,71.61275633343087,,,False,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,17,All;actors;dentists/Some;buyers;dentists,Some;actors;buyers|NVC|Some;buyers;actors|All;actors;buyers|Some not;actors;buyers|No;actors;buyers|Some not;buyers;actors|All;buyers;actors|No;buyers;actors,Some;actors;buyers,single-choice,syllogistic,AI3,Iac,218.89942799997257,,,False,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,18,All;painters;teachers/Some not;plumbers;painters,Some;teachers;plumbers|NVC|Some;plumbers;teachers|All;teachers;plumbers|Some not;teachers;plumbers|No;teachers;plumbers|Some not;plumbers;teachers|All;plumbers;teachers|No;plumbers;teachers,Some not;plumbers;teachers,single-choice,syllogistic,AO2,Oca,12.721259999990464,,,False,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,19,No;planners;doctors/No;planners;typists,Some;doctors;typists|NVC|Some;typists;doctors|All;doctors;typists|Some not;doctors;typists|No;doctors;typists|Some not;typists;doctors|All;typists;doctors|No;typists;doctors,NVC,single-choice,syllogistic,EE4,NVC,10.788766000032421,,,True,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,20,Some;analysts;novelists/Some not;novelists;travelers,Some;analysts;travelers|NVC|Some;travelers;analysts|All;analysts;travelers|Some not;analysts;travelers|No;analysts;travelers|Some not;travelers;analysts|All;travelers;analysts|No;travelers;analysts,Some not;travelers;analysts,single-choice,syllogistic,IO1,Oca,42.441735000014276,,,False,False,21,female,high,yes,yes,control,no,2,3,58,,
SESLGQTKST,21,Some;climbers;secretaries/No;fencers;climbers,Some;secretaries;fencers|NVC|Some;fencers;secretaries|All;secretaries;fencers|Some not;secretaries;fencers|No;secretaries;fencers|Some not;fencers;secretaries|All;fencers;secretaries|No;fencers;secretaries,Some not;fencers;secretaries,single-choice,syllogistic,IE2,Oca,17.665774999976122,,,False,True,21,female,high,yes,yes,control,no,2,3,58,,
